feature,bucket,n,coverage_pct,win_rate,expectancy_r,lift_r,t_stat,coins_positive,years_positive
ret_96,-0.984..-0.0475,319149,12.492411174039816,0.3116444043377858,-0.3943009460251936,-0.08959039825335652,-160.72641281569233,0.0,0.0
ret_1d_5,-2.52..-0.369,318272,12.458082867826628,0.30609667202895635,-0.3971384696686665,-0.09242792189682941,-163.2162281643201,0.0,0.0
up_from_low_30d,-0.001..5.06,319185,12.493820317738418,0.3080313924526529,-0.4123509523390369,-0.10764040456719981,-168.54222907006525,0.0,0.0
ret_1d_5,-0.369..1.78,318425,12.46407172854569,0.3062196749627071,-0.41359516190256074,-0.10888461413072364,-169.484043013628,0.0,0.0
ema50_rel,-0.299..-0.00923,319343,12.500004892860064,0.30629761729550986,-0.4137505028969841,-0.10903995512514703,-168.75212643959722,0.0,0.0
dist_high_20,0.241..0.463,319276,12.497382319865443,0.30301682556784726,-0.4153542810383708,-0.1106437332665337,-170.3368090315633,0.0,0.0
dist_low_20,0.288..0.524,319263,12.496873462418725,0.301488114814432,-0.4178449526934468,-0.1131344049216097,-171.82438249567753,0.0,0.0
ret_4,-0.163..0,351859,13.772774795742663,0.30347099264193894,-0.41963167880819535,-0.11492113103635826,-180.09404222851947,0.0,0.0
ema200_rel,-0.716..-0.0818,319343,12.500004892860064,0.3032538680979386,-0.4199651915083374,-0.1152546437365003,-172.17042432411293,0.0,0.0
ema20_rel,-0.168..0.00185,319343,12.500004892860064,0.30505443989691333,-0.4200569715641442,-0.11534642379230708,-171.41570750803638,0.0,0.0
ret_16,-0.331..0,337159,13.197374452146459,0.3031062495736433,-0.42367331528711694,-0.11896276751527984,-177.69278400013937,0.0,0.0
ema20_rel,0.00185..0.168,319342,12.499965749979548,0.3047297254980554,-0.42729266646380354,-0.12258211869196645,-173.98059995997417,0.0,0.0
ema50_rel,-0.00923..0.272,319342,12.499965749979548,0.3068872869838606,-0.42865371660297136,-0.12394316883113426,-173.61223030640295,0.0,0.0
ema200_rel,-0.0818..0.541,319342,12.499965749979548,0.3072567967883961,-0.42973260669591445,-0.12502205892407736,-174.2789331134178,0.0,0.0
atr_pct,0.271..0.373,319343,12.500004892860064,0.29463930632580015,-0.43262261542638203,-0.12791206765454494,-180.7321617451371,0.0,0.0
ret_16,0..0.332,301433,11.798955902805096,0.3036628371810651,-0.4366063544289778,-0.13189580665714074,-172.71610703774306,0.0,0.0
ret_4,0..0.167,286801,11.22621727508403,0.3012611532037894,-0.44276517964225764,-0.13805463187042055,-171.61670271602722,0.0,0.0
ret_96,-0.0475..0.849,319174,12.493389746052735,0.30115861567671554,-0.4465908045369719,-0.14188025676513483,-182.00213293002352,0.0,0.0
bb_width_pctile,-0.000653..0.109,318785,12.478163165531718,0.2950546606647113,-0.4574300719519137,-0.15271952418007662,-186.03860682905247,0.0,0.0
dist_high_20,-0.001..0.241,319346,12.500122321501614,0.3030819236815241,-0.4745848887843297,-0.1698743410124926,-191.60187597126293,0.0,0.0
dist_low_20,-0.001..0.288,319357,12.5005528931873,0.3013210920693769,-0.4818039932783745,-0.17709344550653738,-194.66873107283973,0.0,0.0
atr_pct,0.016..0.271,319343,12.500004892860064,0.2953626664746057,-0.6818972946905539,-0.37718674691871684,-278.8309775475225,0.0,0.0
