feature,bucket,n,coverage_pct,win_rate,expectancy_r,gross_r,lift_r,t_stat,coins_positive,years_positive
up_from_low_30d,48..inf,79769,12.493735042413762,0.3734282741415838,0.006728623460216561,0.0770751686264466,0.13295279994138465,1.355230591451833,0.5,0.5
dd_30d,-33.6..-25.7,79773,12.494361538172386,0.3672420493149311,-0.02957189828337424,0.0701394400676335,0.09665227819779386,-5.926260664525329,0.21428571428571427,0.3333333333333333
atr_pct,1.66..2.18,79809,12.5,0.3595709757044945,-0.03384881704886248,0.03724912511289852,0.09237535943230563,-6.883863579548732,0.14285714285714285,0.16666666666666666
dist_high_20,4.22..6.43,79775,12.494674786051698,0.3619178940770918,-0.04425789344840976,0.04636353074493332,0.08196628303275834,-8.969649027602234,0.2857142857142857,0.16666666666666666
up_from_low_30d,31.2..48,79769,12.493735042413762,0.362584462635861,-0.045683394057507015,0.05324358960442156,0.08054078242366108,-9.204791270236392,0.2857142857142857,0.0
ema200_rel,-6.51..-3.59,79809,12.5,0.3645328221127943,-0.047389930340438334,0.0674704427188683,0.07883424614072976,-9.48930274122775,0.2857142857142857,0.16666666666666666
dist_high_20,3.01..4.22,79776,12.494831409991354,0.3598701363818692,-0.05590607901468663,0.052520498487444736,0.07031809746648146,-11.245080393506383,0.21428571428571427,0.16666666666666666
ema50_rel,-3.02..-1.55,79809,12.5,0.3611246851858813,-0.0585524861138256,0.056113375090858675,0.0676716903673425,-11.777367516765585,0.21428571428571427,0.3333333333333333
ret_96,-inf..-8.81,79641,12.473687178137803,0.3505857535691415,-0.059987900669556345,0.016018053450010738,0.06623627581161176,-12.245792491442856,0.21428571428571427,0.5
ret_96,-8.81..-4.75,79641,12.473687178137803,0.36109541567785436,-0.0620814349495358,0.056237006483230254,0.0641427415316323,-12.454312670533472,0.07142857142857142,0.16666666666666666
ret_1d_5,10.2..inf,79563,12.461470510844642,0.3535940072646833,-0.06549885936311936,0.014069206662173725,0.06072531711804874,-13.371748515092087,0.21428571428571427,0.16666666666666666
dd_30d,-16.2..-12.2,79768,12.493578418474106,0.3694714672550396,-0.06610350732737888,0.07782861523083816,0.06012066915378922,-13.222772219485346,0.21428571428571427,0.16666666666666666
atr_pct,0.984..1.17,79809,12.5,0.35735318071896655,-0.06948519260322163,0.054877837853628306,0.05673898387794647,-13.887054847197614,0.07142857142857142,0.0
ret_16,-3.48..-1.76,79783,12.495927777568946,0.357670180364238,-0.07029187478291182,0.04643948827335245,0.055932301698256276,-14.155047995821983,0.21428571428571427,0.0
atr_pct,1.37..1.66,79809,12.5,0.35027377864651854,-0.07033534173349634,0.018575040145630228,0.055888834747671756,-14.279680540013985,0.07142857142857142,0.16666666666666666
ema20_rel,-1.8..-0.891,79809,12.5,0.3573155909734491,-0.0705876112373912,0.04562400664943438,0.0556365652437769,-14.22419071798247,0.14285714285714285,0.0
ema200_rel,-inf..-6.51,79809,12.5,0.3436830432657971,-0.07350434485978354,-0.00046904324826471455,0.052719831621384564,-15.06045489261114,0.21428571428571427,0.16666666666666666
dist_high_20,2.18..3.01,79776,12.494831409991354,0.3582656438026474,-0.0741612982192384,0.05094102929662161,0.05206287826192969,-14.876526767539243,0.07142857142857142,0.0
btc_ret_24h,0.0405..0.571,73814,11.561039481762709,0.36831766331590216,-0.07508427378445719,0.08524128390618661,0.05113990269671091,-14.271351997176657,0.3076923076923077,0.5
ret_4,-inf..-1.65,79802,12.498903632422408,0.34950251873386634,-0.07720307716176936,0.0033768223177928387,0.04902109931939874,-15.908746275975862,0.07142857142857142,0.0
ret_1d_5,-9.87..-5.37,79576,12.46350662206017,0.3552076002814919,-0.07746168481461549,0.04224154211876412,0.04876249166655261,-15.562020117763305,0.0,0.16666666666666666
